'sample interval','V5','V2'
7445,-0.185,0.270
7446,-0.180,0.280
7447,-0.175,0.285
7448,-0.135,0.300
7449,-0.110,0.305
7450,-0.110,0.300
7451,-0.125,0.300
7452,-0.120,0.320
7453,-0.125,0.320
7454,-0.145,0.345
7455,-0.135,0.340
7456,-0.150,0.355
7457,-0.150,0.355
7458,-0.125,0.365
7459,-0.105,0.365
7460,-0.100,0.370
7461,-0.105,0.375
7462,-0.110,0.385
7463,-0.115,0.375
7464,-0.120,0.375
7465,-0.120,0.395
7466,-0.125,0.405
7467,-0.140,0.405
7468,-0.140,0.410
7469,-0.140,0.405
7470,-0.130,0.395
7471,-0.135,0.405
7472,-0.110,0.410
7473,-0.100,0.390
7474,-0.085,0.405
7475,-0.085,0.395
7476,-0.095,0.390
7477,-0.110,0.395
7478,-0.120,0.400
7479,-0.145,0.380
7480,-0.165,0.370
7481,-0.175,0.355
7482,-0.175,0.335
7483,-0.180,0.340
7484,-0.195,0.355
7485,-0.180,0.345
7486,-0.185,0.335
7487,-0.200,0.310
7488,-0.235,0.295
7489,-0.225,0.315
7490,-0.210,0.320
7491,-0.220,0.310
7492,-0.245,0.295
7493,-0.260,0.290
7494,-0.240,0.275
7495,-0.230,0.305
7496,-0.225,0.290
7497,-0.245,0.275
7498,-0.270,0.280
7499,-0.295,0.265
7500,-0.315,0.250
7501,-0.285,0.265
7502,-0.280,0.280
7503,-0.260,0.255
7504,-0.270,0.245
7505,-0.290,0.225
7506,-0.305,0.235
7507,-0.295,0.240
7508,-0.285,0.250
7509,-0.300,0.220
7510,-0.310,0.195
7511,-0.315,0.160
7512,-0.295,0.170
7513,-0.280,0.175
7514,-0.275,0.195
7515,-0.280,0.185
7516,-0.300,0.185
7517,-0.325,0.175
7518,-0.330,0.140
7519,-0.325,0.150
7520,-0.300,0.165
7521,-0.285,0.165
7522,-0.275,0.175
7523,-0.260,0.170
7524,-0.245,0.190
7525,-0.250,0.200
7526,-0.245,0.205
7527,-0.255,0.210
7528,-0.275,0.190
7529,-0.265,0.170
7530,-0.270,0.165
7531,-0.280,0.150
7532,-0.275,0.170
7533,-0.275,0.160
7534,-0.285,0.155
7535,-0.320,0.155
7536,-0.360,0.135
7537,-0.360,0.155
7538,-0.360,0.135
7539,-0.360,0.145
7540,-0.355,0.135
7541,-0.355,0.140
7542,-0.365,0.140
7543,-0.375,0.150
7544,-0.370,0.160
7545,-0.375,0.150
7546,-0.390,0.130
7547,-0.385,0.125
7548,-0.400,0.130
7549,-0.390,0.130
7550,-0.380,0.150
7551,-0.360,0.150
7552,-0.335,0.145
7553,-0.330,0.145
7554,-0.345,0.130
7555,-0.380,0.150
7556,-0.420,0.145
7557,-0.430,0.120
7558,-0.430,0.135
7559,-0.420,0.130
7560,-0.405,0.130
7561,-0.385,0.130
7562,-0.380,0.140
7563,-0.390,0.125
7564,-0.405,0.130
7565,-0.430,0.105
7566,-0.450,0.110
7567,-0.475,0.130
7568,-0.470,0.125
7569,-0.465,0.130
7570,-0.455,0.130
7571,-0.445,0.125
7572,-0.440,0.125
7573,-0.405,0.145
7574,-0.395,0.160
7575,-0.395,0.155
7576,-0.410,0.155
7577,-0.430,0.135
7578,-0.455,0.145
7579,-0.445,0.150
7580,-0.420,0.135
7581,-0.380,0.105
7582,-0.385,0.085
7583,-0.410,0.075
7584,-0.425,0.100
7585,-0.435,0.120
7586,-0.415,0.135
7587,-0.395,0.125
7588,-0.395,0.115
7589,-0.420,0.110
7590,-0.455,0.125
7591,-0.460,0.135
7592,-0.440,0.135
7593,-0.430,0.140
7594,-0.425,0.145
7595,-0.435,0.155
7596,-0.470,0.155
7597,-0.470,0.160
7598,-0.445,0.175
7599,-0.420,0.170
7600,-0.400,0.165
7601,-0.395,0.160
7602,-0.395,0.160
7603,-0.400,0.185
7604,-0.405,0.220
7605,-0.370,0.240
7606,-0.290,0.255
7607,-0.230,0.285
7608,-0.175,0.300
7609,-0.100,0.340
7610,-0.020,0.385
7611,0.065,0.380
7612,0.180,0.370
7613,0.310,0.375
7614,0.450,0.375
7615,0.545,0.400
7616,0.600,0.430
7617,0.880,0.605
7618,1.425,0.955
7619,1.720,1.105
7620,1.560,0.820
7621,1.240,0.455
7622,0.975,0.220
7623,0.765,0.040
7624,0.570,-0.075
7625,0.380,-0.170
7626,0.175,-0.210
7627,-0.010,-0.185
7628,-0.195,-0.130
7629,-0.335,-0.090
7630,-0.435,-0.035
7631,-0.490,0.025
7632,-0.525,0.070
7633,-0.545,0.110
7634,-0.545,0.105
7635,-0.510,0.075
7636,-0.515,0.085
7637,-0.550,0.090
7638,-0.600,0.125
7639,-0.600,0.160
7640,-0.565,0.175
7641,-0.555,0.175
7642,-0.560,0.170
7643,-0.575,0.160
7644,-0.590,0.155
7645,-0.575,0.165
7646,-0.565,0.180
7647,-0.560,0.175
7648,-0.565,0.170
7649,-0.590,0.160
7650,-0.595,0.160
7651,-0.575,0.170
7652,-0.540,0.170
7653,-0.540,0.160
7654,-0.565,0.160
7655,-0.590,0.155
7656,-0.605,0.150
7657,-0.610,0.145
7658,-0.605,0.155
7659,-0.600,0.145
7660,-0.605,0.125
7661,-0.620,0.120
7662,-0.650,0.130
7663,-0.670,0.135
7664,-0.695,0.150
7665,-0.685,0.150
7666,-0.685,0.140
7667,-0.670,0.125
7668,-0.700,0.120
7669,-0.710,0.130
7670,-0.700,0.150
7671,-0.685,0.155
7672,-0.685,0.150
7673,-0.700,0.155
7674,-0.715,0.190
7675,-0.715,0.210
7676,-0.700,0.195
7677,-0.685,0.125
7678,-0.695,0.080
7679,-0.700,0.040
7680,-0.730,0.055
7681,-0.750,0.115
7682,-0.750,0.210
7683,-0.755,0.250
7684,-0.765,0.185
7685,-0.760,0.070
7686,-0.775,0.000
7687,-0.790,0.005
7688,-0.785,0.030
7689,-0.795,0.050
7690,-0.780,0.040
7691,-0.785,0.050
7692,-0.805,0.035
7693,-0.815,0.055
7694,-0.790,0.075
7695,-0.785,0.075
7696,-0.760,0.070
7697,-0.755,0.065
7698,-0.755,0.070
7699,-0.770,0.065
7700,-0.780,0.080
7701,-0.775,0.080
7702,-0.770,0.065
7703,-0.785,0.070
7704,-0.795,0.070
7705,-0.775,0.085
7706,-0.735,0.120
7707,-0.730,0.115
7708,-0.720,0.095
7709,-0.725,0.095
7710,-0.750,0.115
7711,-0.755,0.120
7712,-0.715,0.115
7713,-0.660,0.135
7714,-0.625,0.160
7715,-0.590,0.210
7716,-0.610,0.275
7717,-0.630,0.275
7718,-0.635,0.230
7719,-0.630,0.150
7720,-0.610,0.130
7721,-0.595,0.130
7722,-0.595,0.185
7723,-0.610,0.225
7724,-0.610,0.270
7725,-0.600,0.295
7726,-0.590,0.315
7727,-0.565,0.290
7728,-0.540,0.260
7729,-0.505,0.220
7730,-0.515,0.215
7731,-0.525,0.230
7732,-0.535,0.245
7733,-0.525,0.240
7734,-0.515,0.265
7735,-0.510,0.280
7736,-0.510,0.280
7737,-0.505,0.270
7738,-0.480,0.265
7739,-0.475,0.255
7740,-0.490,0.255
7741,-0.470,0.275
7742,-0.460,0.300
7743,-0.455,0.285
7744,-0.455,0.275
7745,-0.470,0.275
7746,-0.490,0.275
7747,-0.485,0.285
7748,-0.490,0.285
7749,-0.480,0.295
7750,-0.480,0.295
7751,-0.480,0.285
7752,-0.460,0.295
7753,-0.450,0.285
7754,-0.445,0.280
7755,-0.450,0.270
7756,-0.475,0.280
7757,-0.490,0.265
7758,-0.510,0.265
7759,-0.500,0.265
7760,-0.480,0.275
7761,-0.465,0.290
7762,-0.475,0.320
7763,-0.505,0.320
7764,-0.530,0.310
7765,-0.535,0.280
7766,-0.525,0.275
7767,-0.510,0.305
7768,-0.525,0.325
7769,-0.550,0.345
7770,-0.540,0.355
7771,-0.535,0.355
7772,-0.515,0.315
7773,-0.525,0.265
7774,-0.510,0.240
7775,-0.515,0.280
7776,-0.515,0.310
7777,-0.515,0.290
7778,-0.520,0.235
7779,-0.520,0.195
7780,-0.525,0.195
7781,-0.525,0.240
7782,-0.510,0.275
7783,-0.470,0.285
7784,-0.455,0.280
7785,-0.485,0.245
7786,-0.520,0.235
7787,-0.575,0.230
7788,-0.600,0.235
7789,-0.600,0.250
7790,-0.570,0.265
7791,-0.545,0.250
7792,-0.535,0.255
7793,-0.520,0.250
7794,-0.520,0.275
7795,-0.505,0.275
7796,-0.495,0.280
7797,-0.505,0.260
7798,-0.505,0.240
7799,-0.505,0.240
7800,-0.515,0.265
7801,-0.520,0.280
7802,-0.505,0.280
7803,-0.470,0.270
7804,-0.485,0.260
7805,-0.515,0.260
7806,-0.545,0.265
7807,-0.560,0.265
7808,-0.550,0.275
7809,-0.540,0.295
7810,-0.520,0.300
7811,-0.500,0.305
7812,-0.500,0.320
7813,-0.515,0.310
7814,-0.510,0.285
7815,-0.500,0.230
7816,-0.485,0.215
7817,-0.480,0.250
7818,-0.515,0.295
7819,-0.535,0.320
7820,-0.515,0.300
7821,-0.505,0.240
7822,-0.495,0.200
7823,-0.485,0.200
7824,-0.490,0.230
7825,-0.490,0.255
7826,-0.500,0.265
7827,-0.485,0.285
7828,-0.475,0.285
7829,-0.470,0.285
7830,-0.495,0.290
7831,-0.495,0.255
7832,-0.490,0.230
7833,-0.495,0.225
7834,-0.500,0.230
7835,-0.500,0.235
7836,-0.500,0.215
7837,-0.500,0.235
7838,-0.455,0.220
7839,-0.430,0.220
7840,-0.420,0.220
7841,-0.405,0.215
7842,-0.425,0.245
7843,-0.410,0.285
7844,-0.410,0.315
7845,-0.410,0.290
7846,-0.405,0.265
7847,-0.410,0.215
7848,-0.405,0.215
7849,-0.385,0.250
7850,-0.360,0.260
7851,-0.375,0.225
7852,-0.420,0.195
7853,-0.465,0.180
7854,-0.475,0.230
7855,-0.445,0.280
7856,-0.435,0.310
7857,-0.445,0.305
7858,-0.460,0.255
7859,-0.455,0.210
7860,-0.440,0.190
7861,-0.420,0.180
7862,-0.430,0.165
7863,-0.460,0.170
7864,-0.475,0.160
7865,-0.470,0.180
7866,-0.470,0.185
7867,-0.465,0.180
7868,-0.470,0.165
7869,-0.480,0.170
7870,-0.475,0.160
7871,-0.470,0.165
7872,-0.450,0.155
7873,-0.430,0.160
7874,-0.420,0.165
7875,-0.415,0.190
7876,-0.415,0.205
7877,-0.430,0.240
7878,-0.435,0.245
7879,-0.460,0.220
7880,-0.460,0.170
7881,-0.445,0.125
7882,-0.430,0.105
7883,-0.435,0.125
7884,-0.445,0.145
7885,-0.445,0.155
7886,-0.430,0.175
7887,-0.420,0.175
7888,-0.440,0.165
7889,-0.455,0.160
7890,-0.470,0.175
7891,-0.465,0.190
7892,-0.425,0.170
7893,-0.375,0.165
7894,-0.365,0.165
7895,-0.390,0.170
7896,-0.375,0.225
7897,-0.290,0.280
7898,-0.075,0.325
7899,0.370,0.380
7900,0.810,0.665
7901,0.745,0.855
7902,0.305,0.670
7903,-0.065,0.410
7904,-0.200,0.310
7905,-0.235,0.370
7906,-0.240,0.405
7907,-0.235,0.440
7908,-0.205,0.445
7909,-0.135,0.410
7910,-0.050,0.380
7911,0.045,0.370
7912,0.140,0.395
7913,0.205,0.395
7914,0.250,0.350
7915,0.320,0.325
7916,0.430,0.335
7917,0.520,0.390
7918,0.625,0.425
7919,0.745,0.415
7920,0.855,0.390
7921,0.930,0.340
7922,0.930,0.260
7923,0.845,0.130
7924,0.700,-0.005
7925,0.485,-0.105
7926,0.255,-0.190
7927,0.030,-0.210
7928,-0.150,-0.240
7929,-0.330,-0.245
7930,-0.470,-0.275
7931,-0.585,-0.265
7932,-0.655,-0.205
7933,-0.660,-0.135
7934,-0.610,-0.035
7935,-0.580,0.050
7936,-0.565,0.085
7937,-0.565,0.090
7938,-0.570,0.070
7939,-0.575,0.085
7940,-0.565,0.095
7941,-0.570,0.120
7942,-0.585,0.110
7943,-0.585,0.095
7944,-0.580,0.075
7945,-0.545,0.055
7946,-0.520,0.065
7947,-0.520,0.100
7948,-0.550,0.140
7949,-0.605,0.145
7950,-0.625,0.110
7951,-0.605,0.055
7952,-0.565,0.005
7953,-0.550,0.000
7954,-0.555,0.005
7955,-0.550,0.025
7956,-0.555,0.075
7957,-0.565,0.115
7958,-0.595,0.140
7959,-0.620,0.140
7960,-0.655,0.130
7961,-0.650,0.085
7962,-0.620,0.010
7963,-0.590,-0.005
7964,-0.585,0.010
7965,-0.595,0.050
7966,-0.620,0.070
7967,-0.650,0.065
7968,-0.680,0.050
7969,-0.655,0.035
7970,-0.635,0.030
7971,-0.605,0.030
7972,-0.575,0.040
7973,-0.575,0.045
7974,-0.595,0.055
7975,-0.600,0.085
7976,-0.630,0.070
7977,-0.630,0.025
7978,-0.640,-0.015
7979,-0.665,0.000
7980,-0.640,0.050
7981,-0.585,0.060
7982,-0.535,0.015
7983,-0.570,-0.040
7984,-0.625,-0.070
7985,-0.670,-0.035
7986,-0.675,0.005
7987,-0.665,0.050
7988,-0.665,0.070
7989,-0.675,0.045
7990,-0.670,0.005
7991,-0.640,-0.020
7992,-0.620,-0.020
7993,-0.620,0.015
7994,-0.610,0.070
7995,-0.635,0.060
7996,-0.645,0.030
7997,-0.635,0.015
7998,-0.625,0.020
7999,-0.620,0.065
8000,-0.595,0.135
8001,-0.595,0.145
8002,-0.605,0.080
8003,-0.575,-0.025
8004,-0.575,-0.070
8005,-0.610,-0.040
8006,-0.645,0.015
8007,-0.625,0.055
8008,-0.605,0.070
8009,-0.595,0.090
8010,-0.580,0.100
8011,-0.565,0.095
8012,-0.570,0.060
8013,-0.550,0.020
8014,-0.575,0.040
8015,-0.560,0.100
8016,-0.565,0.160
8017,-0.550,0.215
8018,-0.525,0.195
8019,-0.500,0.140
8020,-0.485,0.070
8021,-0.475,0.060
8022,-0.470,0.095
8023,-0.460,0.140
8024,-0.455,0.155
8025,-0.450,0.155
8026,-0.455,0.155
8027,-0.455,0.170
8028,-0.440,0.175
8029,-0.415,0.195
8030,-0.400,0.200
8031,-0.395,0.180
8032,-0.395,0.165
8033,-0.400,0.155
8034,-0.415,0.180
8035,-0.420,0.200
8036,-0.400,0.215
8037,-0.385,0.215
8038,-0.390,0.180
8039,-0.395,0.130
8040,-0.390,0.120
8041,-0.390,0.125
8042,-0.385,0.145
8043,-0.405,0.150
8044,-0.425,0.155
8045,-0.425,0.155
8046,-0.400,0.150
8047,-0.360,0.170
8048,-0.365,0.200
8049,-0.390,0.205
8050,-0.410,0.180
8051,-0.420,0.135
8052,-0.420,0.095
8053,-0.405,0.120
8054,-0.395,0.155
8055,-0.410,0.175
8056,-0.410,0.145
8057,-0.395,0.075
8058,-0.395,0.065
8059,-0.390,0.085
8060,-0.395,0.090
8061,-0.400,0.090
8062,-0.405,0.100
8063,-0.395,0.130
8064,-0.400,0.155
8065,-0.405,0.165
8066,-0.380,0.150
8067,-0.345,0.090
8068,-0.335,0.025
8069,-0.375,-0.025
8070,-0.425,-0.005
8071,-0.455,0.045
8072,-0.475,0.075
8073,-0.485,0.095
8074,-0.490,0.090
8075,-0.485,0.100
8076,-0.460,0.100
8077,-0.435,0.105
8078,-0.435,0.105
8079,-0.440,0.085
8080,-0.465,0.085
8081,-0.495,0.055
8082,-0.515,0.040
8083,-0.475,0.055
8084,-0.465,0.080
8085,-0.455,0.090
8086,-0.475,0.105
8087,-0.525,0.105
8088,-0.545,0.090
8089,-0.530,0.075
8090,-0.515,0.060
8091,-0.495,0.080
8092,-0.440,0.085
8093,-0.410,0.090
8094,-0.400,0.090
8095,-0.425,0.085
8096,-0.460,0.085
8097,-0.505,0.100
8098,-0.530,0.125
8099,-0.520,0.130
8100,-0.505,0.120
8101,-0.445,0.095
8102,-0.400,0.055
8103,-0.370,0.050
8104,-0.395,0.060
8105,-0.420,0.100
8106,-0.385,0.125
8107,-0.345,0.105
8108,-0.375,0.100
8109,-0.475,0.070
8110,-0.555,0.045
8111,-0.585,0.050
8112,-0.560,0.045
8113,-0.530,0.065
8114,-0.505,0.055
8115,-0.505,0.045
8116,-0.515,0.040
8117,-0.530,0.045
8118,-0.525,0.075
8119,-0.490,0.065
8120,-0.470,0.040
8121,-0.450,0.035
8122,-0.460,0.030
8123,-0.470,0.040
8124,-0.505,0.080
8125,-0.525,0.075
8126,-0.515,0.065
8127,-0.515,0.050
8128,-0.505,0.030
8129,-0.510,0.030
8130,-0.495,0.070
8131,-0.490,0.105
8132,-0.490,0.145
8133,-0.485,0.165
8134,-0.500,0.170
8135,-0.525,0.130
8136,-0.505,0.070
8137,-0.440,0.010
8138,-0.380,-0.010
8139,-0.365,-0.015
8140,-0.400,-0.005
8141,-0.475,0.000
8142,-0.530,0.025
8143,-0.545,0.045
8144,-0.525,0.055
8145,-0.505,0.060
8146,-0.475,0.075
8147,-0.445,0.070
8148,-0.380,0.085
8149,-0.395,0.100
8150,-0.455,0.070
8151,-0.530,0.055
8152,-0.565,0.055
8153,-0.545,0.095
8154,-0.545,0.145
8155,-0.545,0.135
8156,-0.545,0.065
8157,-0.525,0.000
8158,-0.480,0.000
8159,-0.480,0.035
8160,-0.495,0.095
8161,-0.515,0.105
8162,-0.530,0.080
8163,-0.505,0.020
8164,-0.470,-0.005
8165,-0.460,0.005
8166,-0.435,0.055
8167,-0.425,0.135
8168,-0.445,0.165
8169,-0.455,0.125
8170,-0.445,0.010
8171,-0.445,-0.080
8172,-0.420,-0.100
8173,-0.400,-0.065
8174,-0.405,0.025
8175,-0.415,0.060
8176,-0.410,0.070
8177,-0.420,0.070
8178,-0.375,0.080
8179,-0.175,0.065
8180,0.100,0.015
8181,0.490,0.110
8182,0.785,0.435
8183,0.625,0.650
8184,0.160,0.540
8185,-0.160,0.315
8186,-0.265,0.230
8187,-0.250,0.215
8188,-0.230,0.195
8189,-0.220,0.165
8190,-0.220,0.130
8191,-0.200,0.135
8192,-0.210,0.135
8193,-0.230,0.150
8194,-0.275,0.175
8195,-0.345,0.165
8196,-0.395,0.125
8197,-0.345,0.055
8198,-0.245,-0.025
8199,-0.140,-0.090
8200,-0.095,-0.125
8201,-0.095,-0.130
8202,-0.120,-0.080
8203,-0.175,-0.035
8204,-0.260,0.010
8205,-0.355,0.040
8206,-0.415,0.035
8207,-0.420,-0.035
8208,-0.380,-0.130
8209,-0.330,-0.245
8210,-0.310,-0.330
8211,-0.395,-0.340
8212,-0.540,-0.315
8213,-0.730,-0.270
8214,-0.835,-0.275
8215,-0.910,-0.285
8216,-0.950,-0.305
8217,-0.925,-0.300
8218,-0.825,-0.305
8219,-0.725,-0.305
8220,-0.690,-0.335
8221,-0.750,-0.400
8222,-0.870,-0.465
8223,-0.970,-0.500
8224,-1.020,-0.535
8225,-1.055,-0.535
8226,-1.100,-0.530
8227,-1.125,-0.555
8228,-1.065,-0.625
8229,-0.960,-0.700
8230,-0.855,-0.770
8231,-0.800,-0.770
8232,-0.810,-0.745
8233,-0.815,-0.735
8234,-0.780,-0.740
8235,-0.765,-0.715
8236,-0.800,-0.640
8237,-0.850,-0.590
8238,-0.800,-0.590
8239,-0.620,-0.630
8240,-0.430,-0.680
8241,-0.350,-0.715
8242,-0.400,-0.685
8243,-0.475,-0.595
8244,-0.535,-0.465
8245,-0.560,-0.365
8246,-0.575,-0.250
8247,-0.600,-0.150
8248,-0.655,-0.095
8249,-0.635,-0.085
8250,-0.575,-0.115
8251,-0.460,-0.125
8252,-0.395,-0.155
8253,-0.380,-0.125
8254,-0.395,-0.065
8255,-0.425,-0.010
8256,-0.455,0.075
8257,-0.505,0.180
8258,-0.540,0.285
8259,-0.525,0.350
8260,-0.420,0.295
8261,-0.255,0.200
8262,-0.135,0.125
8263,-0.140,0.135
8264,-0.250,0.175
8265,-0.415,0.225
8266,-0.500,0.250
8267,-0.495,0.285
8268,-0.485,0.335
8269,-0.490,0.430
8270,-0.520,0.560
8271,-0.545,0.670
8272,-0.505,0.665
8273,-0.410,0.515
8274,-0.320,0.300
8275,-0.275,0.110
8276,-0.255,0.030
8277,-0.250,0.050
8278,-0.295,0.115
8279,-0.320,0.175
8280,-0.370,0.240
8281,-0.445,0.295
8282,-0.450,0.370
8283,-0.340,0.395
8284,-0.195,0.360
8285,-0.100,0.230
8286,-0.145,0.110
8287,-0.245,0.030
8288,-0.345,0.050
8289,-0.390,0.125
8290,-0.400,0.170
8291,-0.435,0.215
8292,-0.480,0.250
8293,-0.495,0.265
8294,-0.420,0.240
8295,-0.285,0.210
8296,-0.195,0.175
8297,-0.205,0.120
8298,-0.255,0.095
8299,-0.290,0.110
8300,-0.325,0.135
8301,-0.385,0.155
8302,-0.420,0.185
8303,-0.415,0.210
8304,-0.315,0.210
8305,-0.150,0.205
8306,-0.015,0.225
8307,-0.025,0.260
8308,-0.145,0.275
8309,-0.270,0.285
8310,-0.390,0.315
8311,-0.440,0.365
8312,-0.490,0.425
8313,-0.500,0.440
8314,-0.385,0.365
8315,-0.220,0.260
8316,-0.090,0.170
8317,-0.100,0.085
8318,-0.205,0.060
8319,-0.335,0.120
8320,-0.410,0.225
8321,-0.420,0.285
8322,-0.380,0.330
8323,-0.300,0.350
8324,-0.230,0.310
8325,-0.240,0.255
8326,-0.290,0.235
8327,-0.350,0.270
8328,-0.370,0.315
8329,-0.400,0.355
8330,-0.420,0.355
8331,-0.390,0.355
8332,-0.355,0.360
8333,-0.335,0.360
8334,-0.310,0.330
8335,-0.245,0.295
8336,-0.180,0.250
8337,-0.125,0.220
8338,-0.160,0.240
8339,-0.275,0.335
8340,-0.410,0.470
8341,-0.485,0.475
8342,-0.505,0.380
8343,-0.420,0.235
8344,-0.305,0.110
8345,-0.215,0.075
8346,-0.175,0.110
8347,-0.190,0.145
8348,-0.260,0.165
8349,-0.345,0.170
8350,-0.390,0.160
8351,-0.435,0.175
8352,-0.470,0.195
8353,-0.475,0.215
8354,-0.475,0.220
8355,-0.465,0.255
8356,-0.455,0.285
8357,-0.440,0.270
8358,-0.460,0.245
8359,-0.440,0.165
8360,-0.370,0.120
8361,-0.295,0.130
8362,-0.255,0.130
8363,-0.320,0.135
8364,-0.435,0.155
8365,-0.535,0.225
8366,-0.540,0.235
8367,-0.435,0.205
8368,-0.320,0.155
8369,-0.300,0.140
8370,-0.400,0.110
8371,-0.535,0.055
8372,-0.560,0.030
8373,-0.500,0.030
8374,-0.445,0.050
8375,-0.470,0.035
8376,-0.440,0.005
8377,-0.335,0.020
8378,-0.215,0.090
8379,-0.210,0.155
8380,-0.305,0.175
8381,-0.450,0.165
8382,-0.575,0.165
8383,-0.595,0.140
8384,-0.510,0.075
8385,-0.430,0.000
8386,-0.395,-0.040
8387,-0.400,-0.045
8388,-0.400,-0.005
8389,-0.370,0.035
8390,-0.370,0.090
8391,-0.430,0.140
8392,-0.480,0.140
8393,-0.515,0.085
8394,-0.480,0.050
8395,-0.425,0.055
8396,-0.405,0.070
8397,-0.405,0.080
8398,-0.395,0.105
8399,-0.310,0.105
8400,-0.225,0.110
8401,-0.230,0.060
8402,-0.385,0.020
8403,-0.545,0.000
8404,-0.580,0.010
8405,-0.480,0.015
8406,-0.370,0.060
8407,-0.320,0.075
8408,-0.340,0.075
8409,-0.365,0.055
8410,-0.380,0.060
8411,-0.375,0.070
8412,-0.400,0.090
8413,-0.385,0.100
8414,-0.385,0.100
8415,-0.320,0.080
8416,-0.310,0.040
8417,-0.355,0.030
8418,-0.455,0.005
8419,-0.575,0.025
8420,-0.600,0.065
8421,-0.520,0.105
8422,-0.370,0.120
8423,-0.265,0.115
8424,-0.215,0.075
8425,-0.225,0.020
8426,-0.300,-0.015
8427,-0.445,-0.020
8428,-0.520,-0.025
8429,-0.555,0.000
8430,-0.505,0.035
8431,-0.430,0.035
8432,-0.395,0.020
8433,-0.380,0.000
8434,-0.400,0.000
8435,-0.420,0.000
8436,-0.405,0.035
8437,-0.385,0.060
8438,-0.390,0.100
8439,-0.415,0.180
8440,-0.445,0.235
8441,-0.390,0.205
8442,-0.250,0.090
8443,-0.100,-0.055
8444,-0.125,-0.160
8445,-0.330,-0.205
8446,-0.525,-0.185
8447,-0.580,-0.130
8448,-0.540,-0.080
8449,-0.485,-0.065
8450,-0.455,-0.070
8451,-0.445,-0.065
8452,-0.455,-0.045
8453,-0.450,-0.055
8454,-0.415,-0.040
8455,-0.320,0.005
8456,-0.225,0.030
8457,-0.230,0.050
8458,-0.340,0.020
8459,-0.475,-0.015
8460,-0.535,-0.005
8461,-0.535,0.030
8462,-0.535,0.050
8463,-0.520,0.035
8464,-0.485,-0.020
8465,-0.440,-0.090
8466,-0.430,-0.115
8467,-0.445,-0.135
8468,-0.445,-0.125
8469,-0.455,-0.125
8470,-0.480,-0.115
8471,-0.490,-0.105
8472,-0.490,-0.050
8473,-0.460,0.010
8474,-0.445,0.030
8475,-0.415,0.035
8476,-0.350,0.025
8477,-0.275,0.040
8478,-0.215,0.075
8479,-0.255,0.105
8480,-0.330,0.100
8481,-0.360,0.060
8482,-0.295,-0.005
8483,-0.250,-0.100
8484,-0.340,-0.220
8485,-0.485,-0.270
8486,-0.560,-0.245
8487,-0.495,-0.155
8488,-0.395,-0.080
8489,-0.250,-0.045
8490,0.045,0.000
8491,0.560,0.215
8492,0.805,0.555
8493,0.525,0.595
8494,0.110,0.345
8495,-0.070,0.155
8496,-0.050,0.130
8497,-0.020,0.135
8498,-0.030,0.115
8499,-0.090,0.125
8500,-0.145,0.145
8501,-0.165,0.170
8502,-0.160,0.185
8503,-0.135,0.165
8504,-0.140,0.145
8505,-0.130,0.095
8506,-0.140,0.055
8507,-0.140,-0.010
8508,-0.150,-0.035
8509,-0.150,-0.020
8510,-0.165,-0.005
8511,-0.195,-0.025
8512,-0.250,-0.055
8513,-0.305,-0.080
8514,-0.300,-0.100
8515,-0.290,-0.145
8516,-0.310,-0.185
8517,-0.365,-0.215
8518,-0.405,-0.230
8519,-0.470,-0.195
8520,-0.515,-0.165
8521,-0.555,-0.170
8522,-0.595,-0.195
8523,-0.635,-0.230
8524,-0.675,-0.280
8525,-0.750,-0.355
8526,-0.800,-0.410
8527,-0.790,-0.445
8528,-0.730,-0.495
8529,-0.690,-0.520
8530,-0.665,-0.555
8531,-0.655,-0.580
8532,-0.640,-0.600
8533,-0.625,-0.605
8534,-0.615,-0.590
8535,-0.600,-0.600
8536,-0.545,-0.650
8537,-0.500,-0.700
8538,-0.515,-0.760
8539,-0.605,-0.815
8540,-0.680,-0.870
8541,-0.690,-0.910
8542,-0.635,-0.875
8543,-0.560,-0.775
8544,-0.490,-0.605
8545,-0.430,-0.445
8546,-0.400,-0.310
8547,-0.370,-0.230
8548,-0.330,-0.280
8549,-0.285,-0.390
8550,-0.265,-0.515
8551,-0.235,-0.575
8552,-0.245,-0.535
8553,-0.245,-0.380
8554,-0.235,-0.185
8555,-0.210,-0.030
8556,-0.180,0.030
8557,-0.150,-0.030
8558,-0.165,-0.155
8559,-0.205,-0.290
8560,-0.230,-0.350
8561,-0.225,-0.290
8562,-0.225,-0.185
8563,-0.225,-0.100
8564,-0.270,-0.045
8565,-0.280,-0.035
8566,-0.205,-0.070
8567,-0.060,-0.120
8568,0.025,-0.190
8569,0.010,-0.225
8570,-0.070,-0.155
8571,-0.085,-0.050
8572,-0.085,0.035
8573,-0.095,0.040
8574,-0.075,0.045
8575,-0.030,0.060
8576,0.005,0.045
8577,0.035,0.010
8578,0.045,-0.030
8579,0.015,-0.070
8580,-0.045,-0.080
8581,-0.095,-0.095
8582,-0.100,-0.105
8583,-0.095,-0.040
8584,-0.100,0.035
8585,-0.125,0.145
8586,-0.130,0.210
8587,-0.065,0.180
8588,0.055,0.105
8589,0.205,0.005
8590,0.265,-0.065
8591,0.205,-0.025
8592,0.055,0.170
8593,-0.035,0.370
8594,0.000,0.390
8595,0.095,0.245
8596,0.135,-0.025
8597,0.070,-0.265
